Rooms,Bathroom,Landsize,Lattitude,Longtitude
3,2.0,650.0,-37.8986,145.0359
4,1.0,903.0,-37.9062,145.0263
4,2.0,705.0,-37.9035,145.028
2,1.0,719.0,-37.9071,145.046
1,1.0,0.0,-37.9028,145.0475
1,1.0,0.0,-37.9032,145.0455
3,1.0,703.0,-37.9058,145.028
2,1.0,250.0,-37.9063,145.0535
4,1.0,805.0,-37.9066,145.0354
3,2.0,378.0,-37.9064,145.0287
4,2.0,678.0,-37.9065,145.0461
3,1.0,265.0,-37.906,145.04
4,2.0,702.0,-37.9063,145.0493
2,1.0,516.0,-37.906,145.0497
2,1.0,690.0,-37.9056,145.0288
3,2.0,667.0,-37.9088,145.0471
2,1.0,0.0,-37.9016,145.0414
5,3.0,464.0,-37.9061,145.0329
3,2.0,326.0,-37.903,145.0285
2,1.0,0.0,-37.9009,145.037
1,1.0,0.0,-37.9018,145.0454
3,2.0,0.0,-37.9018,145.0477
2,1.0,210.0,-37.9001,145.0428
3,1.0,551.0,-37.9036,145.0521
2,1.0,0.0,-37.9026,145.0364
2,1.0,300.0,-37.9045,145.0426
3,2.0,379.0,-37.8981,145.0367
4,3.0,718.0,-37.9061,145.0509
3,1.0,578.0,-37.9047,145.0274
4,2.0,691.0,-37.905,145.029
3,2.0,180.0,-37.9069,145.041
4,2.0,862.0,-37.8993,145.0447
1,1.0,0.0,-37.9038,145.0454
4,2.0,666.0,-37.9032,145.049
3,1.0,397.0,-37.9064,145.0291
1,1.0,0.0,-37.9028,145.0426
4,2.0,668.0,-37.9033,145.0296
2,1.0,0.0,-37.8986,145.042
3,2.0,238.0,-37.9062,145.02700000000004
3,2.0,382.0,-37.9061,145.0478
2,1.0,595.0,-37.9092,145.0507
3,2.0,0.0,-37.9071,145.0439
2,1.0,533.0,-37.9048,145.0418
2,1.0,0.0,-37.903,145.0452
1,1.0,0.0,-37.9016,145.0414
2,1.0,0.0,-37.903,145.0452
4,2.0,144.0,-37.9021,145.0357
3,2.0,692.0,-37.9043,145.0358
1,1.0,0.0,-37.9016,145.0414
2,1.0,452.0,-37.9024,145.0539
2,1.0,94.0,-37.9011,145.0474
2,1.0,0.0,-37.9021,145.0417
4,2.0,647.0,-37.9061,145.0366
2,1.0,0.0,-37.9031,145.0444
2,1.0,0.0,-37.9014,145.0418
3,1.0,533.0,-37.7955,144.8784
6,3.0,554.0,-37.8053,144.8681
2,1.0,444.0,-37.7933,144.876
3,2.0,355.0,-37.7914,144.8742
3,1.0,601.0,-37.7917,144.8688
3,1.0,970.0,-37.7958,144.8645
4,1.0,255.0,-37.7906,144.8687
4,2.0,390.0,-37.7926,144.8639
3,1.0,361.0,-37.7916,144.8673
4,2.0,497.0,-37.7903,144.8639
6,2.0,0.0,-37.809,144.8686
3,1.0,0.0,-37.7964,144.8672
4,2.0,0.0,-37.7992,144.8772
2,1.0,0.0,-37.7952,144.8749
2,1.0,92.0,-37.8095,144.869
2,1.0,144.0,-37.7926,144.8809
2,1.0,80.0,-37.806,144.8674
3,1.0,302.0,-37.8066,144.8666
4,2.0,0.0,-37.809,144.8686
3,1.0,347.0,-37.8067,144.8761
3,1.0,442.0,-37.7914,144.8812
1,1.0,0.0,-37.8067,144.8678
3,1.0,412.0,-37.7941,144.881
2,1.0,0.0,-37.7968,144.8735
3,1.0,440.0,-37.7937,144.8732
3,1.0,353.0,-37.7915,144.8733
3,1.0,596.0,-37.791,144.8658
4,1.0,511.0,-37.8001,144.877
3,1.0,255.0,-37.8038,144.8679
2,1.0,596.0,-37.7913,144.8689
3,2.0,336.0,-37.7995,144.8794
2,1.0,148.0,-37.7956,144.8641
3,1.0,434.0,-37.7908,144.8793
4,1.0,426.0,-37.7919,144.8793
2,2.0,0.0,-37.7991,144.879
2,1.0,154.0,-37.8004,144.8647
5,1.0,466.0,-37.8008,144.8665
3,1.0,495.0,-37.7958,144.8774
3,1.0,448.0,-37.7911,144.8821
2,1.0,462.0,-37.8009,144.8653
2,1.0,308.0,-37.7908,144.8717
3,1.0,405.0,-37.79,144.86700000000005
3,2.0,446.0,-37.7923,144.8814
2,1.0,259.0,-37.8058,144.875
2,1.0,267.0,-37.8021,144.8629
2,1.0,161.0,-37.7905,144.8714
3,1.0,1000.0,-37.7936,144.8639
2,1.0,626.0,-37.8067,144.8707
3,2.0,520.0,-37.7991,144.8768
1,1.0,628.0,-37.7993,144.8794
3,1.0,536.0,-37.7978,144.8743
3,1.0,501.0,-37.7912,144.868
3,1.0,372.0,-37.796,144.8728
2,1.0,0.0,-37.796,144.8634
2,1.0,0.0,-37.7956,144.8762
3,2.0,466.0,-37.8019,144.8663
4,2.0,665.0,-37.8107,144.8666
2,1.0,0.0,-37.7966,144.8716
3,1.0,321.0,-37.7943,144.8741
2,1.0,781.0,-37.8079,144.8684
3,2.0,335.0,-37.7937,144.8782
5,2.0,352.0,-37.7908,144.8711
3,1.0,397.0,-37.7901,144.8682
2,1.0,672.0,-37.7812,144.8121
3,2.0,628.0,-37.7801,144.8121
2,1.0,697.0,-37.7778,144.81799999999996
3,2.0,605.0,-37.7792,144.8117
4,1.0,837.0,-37.7825,144.8221
3,1.0,706.0,-37.7801,144.8229
2,1.0,74.0,-37.7836,144.8256
2,1.0,697.0,-37.7835,144.8176
3,1.0,697.0,-37.7765,144.8175
2,1.0,534.0,-37.7795,144.8204
3,1.0,697.0,-37.7842,144.8175
1,1.0,2347.0,-37.7852,144.8272
2,1.0,199.0,-37.7761,144.8164
2,1.0,0.0,-37.7796,144.8252
4,1.0,697.0,-37.7795,144.8196
3,2.0,420.0,-37.7848,144.8231
3,1.0,695.0,-37.7808,144.8186
3,1.0,743.0,-37.7817,144.8159
2,1.0,497.0,-37.7806,144.8159
3,1.0,534.0,-37.7789,144.8209
3,1.0,697.0,-37.7809,144.8228
1,1.0,36.0,-37.7833,144.8266
2,1.0,463.0,-37.7813,144.8234
2,1.0,0.0,-37.7839,144.8239
3,1.0,131.0,-37.8203,144.8386
2,1.0,191.0,-37.8226,144.8392
3,1.0,715.0,-37.8239,144.8431
2,2.0,0.0,-37.8878,145.0407
3,1.0,553.0,-37.8878,145.0456
3,2.0,295.0,-37.8904,145.0387
2,1.0,1035.0,-37.8925,145.0456
2,1.0,0.0,-37.8924,145.0409
2,1.0,0.0,-37.8868,145.0408
2,1.0,100.0,-37.8915,145.0451
2,2.0,81.0,-37.8877,145.0449
2,1.0,0.0,-37.8866,145.0396
5,3.0,688.0,-37.8921,145.0381
2,1.0,0.0,-37.8894,145.0431
2,1.0,0.0,-37.8866,145.0396
2,1.0,1784.0,-37.8966,145.0453
2,1.0,553.0,-37.9001,145.0981
2,1.0,0.0,-37.8994,145.0955
2,1.0,0.0,-37.8991,145.0939
3,1.0,670.0,-37.9033,145.1006
3,1.0,689.0,-37.8961,145.1046
3,1.0,602.0,-37.8923,145.1013
2,1.0,211.0,-37.9086,145.0977
3,1.0,553.0,-37.8956,145.0928
3,1.0,650.0,-37.91,145.0914
3,1.0,340.0,-37.8968,145.0983
3,2.0,544.0,-37.9055,145.1024
3,1.0,643.0,-37.9028,145.0971
3,1.0,691.0,-37.9109,145.0995
3,1.0,548.0,-37.8951,145.101
4,1.0,683.0,-37.9107,145.0975
4,1.0,802.0,-37.9002,145.099
2,1.0,156.0,-37.9024,145.1008
2,2.0,607.0,-37.8964,145.0977
3,1.0,543.0,-37.9023,145.105
3,1.0,119.0,-37.9058,145.1043
3,2.0,279.0,-37.9001,145.1009
4,1.0,604.0,-37.9087,145.0886
3,1.0,685.0,-37.8952,145.1021
3,1.0,528.0,-37.9066,145.088
4,2.0,728.0,-37.8966,145.0979
5,3.0,695.0,-37.8973,145.0979
3,1.0,112.0,-37.9008,145.09799999999996
2,1.0,722.0,-37.8794,144.9947
2,1.0,477.0,-37.8804,144.9969
1,1.0,486.0,-37.8797,144.9954
2,1.0,785.0,-37.8756,144.9934
2,2.0,66.0,-37.8813,144.9964
4,2.0,485.0,-37.8754,144.9944
2,1.0,0.0,-37.8788,144.9974
2,1.0,176.0,-37.8281,144.9923
2,1.0,115.0,-37.8285,144.9888
1,1.0,0.0,-37.8301,144.9904
3,2.0,324.0,-37.8278,144.9885
2,1.0,146.0,-37.8274,144.9947
2,1.0,0.0,-37.8282,144.9897
3,2.0,324.0,-37.8278,144.9885
2,1.0,138.0,-37.832,144.99200000000005
1,1.0,0.0,-37.8299,144.9907
2,1.0,131.0,-37.8274,144.9967
2,1.0,125.0,-37.8258,144.99200000000005
1,1.0,0.0,-37.8301,144.9904
3,2.0,263.0,-37.8266,144.9894
2,1.0,0.0,-37.8255,144.9948
2,1.0,128.0,-37.8291,144.9952
2,1.0,144.0,-37.8301,144.9927
2,1.0,0.0,-37.8301,144.9904
2,1.0,151.0,-37.8311,144.9914
3,1.0,326.0,-37.8283,144.9946
3,2.0,138.0,-37.8288,144.9891
1,1.0,0.0,-37.8133,144.9433
4,2.0,0.0,-37.8141,144.9387
2,2.0,0.0,-37.8249,144.9476
4,1.0,669.0,-37.8305,144.8736
2,2.0,151.0,-37.8289,144.8671
3,1.0,669.0,-37.8321,144.8736
4,3.0,662.0,-37.8307,144.8725
3,2.0,738.0,-37.834,144.8757
3,2.0,669.0,-37.8303,144.8705
3,1.0,224.0,-37.8298,144.8679
2,1.0,462.0,-37.8331,144.8715
3,1.0,144.0,-37.8268,144.8675
2,1.0,78.0,-37.8262,144.8677
2,1.0,126.0,-37.8315,144.8693
3,2.0,337.0,-37.8288,144.8681
2,1.0,78.0,-37.8337,144.8739
2,1.0,228.0,-37.8317,144.8713
4,2.0,697.0,-37.7141,144.8995
4,3.0,528.0,-37.7137,144.8987
4,2.0,556.0,-37.715,144.8966
4,3.0,541.0,-37.7156,144.8975
4,2.0,539.0,-37.7115,144.8966
2,1.0,0.0,-37.7822,144.9342
3,2.0,337.0,-37.7813,144.9371
4,2.0,621.0,-37.7778,144.9346
2,1.0,321.0,-37.7818,144.9374
4,3.0,650.0,-37.7796,144.935
2,1.0,0.0,-37.7847,144.9383
3,1.0,875.0,-37.8815,145.0491
3,1.0,658.0,-37.885,145.0466
2,1.0,0.0,-37.8852,145.0462
5,2.0,521.0,-37.8868,145.0462
2,1.0,472.0,-37.884,145.0447
3,2.0,537.0,-37.8628,144.8468
5,3.0,705.0,-37.864,144.8437
5,3.0,697.0,-37.8664,144.8416
3,1.0,696.0,-37.725,144.8586
2,1.0,161.0,-37.7251,144.8621
4,2.0,697.0,-37.7216,144.8605
3,1.0,255.0,-37.7243,144.8533
4,2.0,754.0,-37.7221,144.8578
3,1.0,695.0,-37.7259,144.8579
4,3.0,308.0,-37.7231,144.8602
3,2.0,260.0,-37.7226,144.8569
3,1.0,166.0,-37.7169,144.8582
4,2.0,231.0,-37.7263,144.8584
3,1.0,338.0,-37.7212,144.8545
3,2.0,554.0,-37.7212,144.8598
3,2.0,236.0,-37.8982,145.0121
2,1.0,0.0,-37.8971,145.0093
2,1.0,0.0,-37.8971,145.0093
2,1.0,0.0,-37.8994,145.0101
4,3.0,474.0,-37.8988,145.0098
3,1.0,341.0,-37.7832,144.9655
4,2.0,256.0,-37.7833,144.9681
4,2.0,273.0,-37.7574,144.8959
3,3.0,240.0,-37.762,144.8916
2,1.0,70.0,-37.7564,144.9043
4,2.0,746.0,-37.7595,144.8993
3,1.0,178.0,-37.8473,144.9495
1,1.0,0.0,-37.8487,144.9511
3,2.0,130.0,-37.8453,144.94899999999996
3,2.0,140.0,-37.8426,144.9563
2,1.0,263.0,-37.8441,144.9522
2,1.0,236.0,-37.8436,144.9558
4,1.0,306.0,-37.8459,144.9574
3,1.0,163.0,-37.8473,144.955
3,1.0,185.0,-37.8435,144.9538
2,1.0,115.0,-37.8441,144.9598
2,1.0,111.0,-37.8445,144.9489
1,1.0,915.0,-37.7793,145.0327
3,2.0,528.0,-37.7817,145.0319
4,2.0,600.0,-37.771,145.0318
1,1.0,0.0,-37.7786,145.0253
3,1.0,606.0,-37.8326,144.8594
3,1.0,534.0,-37.8367,144.8425
3,1.0,535.0,-37.8322,144.8399
2,2.0,311.0,-37.8545,145.0219
2,2.0,189.0,-37.8532,145.0259
2,1.0,0.0,-37.8624,145.0223
3,2.0,1803.0,-37.8544,145.0164
2,2.0,195.0,-37.851,145.0156
3,2.0,0.0,-37.8606,145.0209
2,1.0,869.0,-37.8603,145.0224
2,1.0,0.0,-37.8611,145.0174
3,2.0,395.0,-37.8536,145.0263
1,1.0,0.0,-37.8531,145.0115
5,3.0,468.0,-37.7822,144.9065
3,1.0,450.0,-37.7756,144.9148
2,1.0,226.0,-37.7761,144.9165
3,2.0,209.0,-37.7774,144.904
2,2.0,103.0,-37.7715,144.9088
6,3.0,1012.0,-37.7721,144.9184
4,3.0,0.0,-37.7831,144.9209
3,2.0,542.0,-37.781,144.9095
3,1.0,538.0,-37.7808,144.9083
2,1.0,341.0,-37.7721,144.9113
2,1.0,202.0,-37.7737,144.9166
4,3.0,230.0,-37.7804,144.9284
2,1.0,803.0,-37.8683,145.1064
4,1.0,656.0,-37.8696,145.1111
2,1.0,78.0,-37.8677,145.0981
2,1.0,162.0,-37.871,145.0994
3,2.0,235.0,-37.8625,145.1083
3,2.0,292.0,-37.7593,144.8561
3,1.0,615.0,-37.7532,144.8548
4,1.0,697.0,-37.7678,144.8568
4,3.0,656.0,-37.7522,144.8659
5,2.0,889.0,-37.7565,144.8652
3,1.0,585.0,-37.7574,144.8574
4,3.0,857.0,-37.7619,144.866
2,1.0,667.0,-37.7926,145.0842
3,1.0,696.0,-37.8016,145.1013
4,2.0,627.0,-37.7848,145.0788
3,1.0,350.0,-37.7862,145.0739
4,3.0,636.0,-37.789,145.0938
4,2.0,677.0,-37.7897,145.0922
2,2.0,196.0,-37.785,145.0961
3,0.0,818.0,-37.7939,145.0866
4,3.0,627.0,-37.7827,145.0945
3,1.0,730.0,-37.754,145.0453
3,2.0,601.0,-37.7524,145.0393
2,1.0,616.0,-37.9257,145.0469
3,1.0,657.0,-37.9318,145.0448
2,1.0,579.0,-37.925,145.0467
6,2.0,702.0,-37.9193,145.033
2,1.0,225.0,-37.9243,145.0497
2,2.0,0.0,-37.9329,145.0393
4,2.0,207.0,-37.9156,145.0355
3,2.0,334.0,-37.9284,145.0428
3,3.0,338.0,-37.9166,145.0418
4,2.0,352.0,-37.9317,145.0463
3,1.0,614.0,-37.9317,145.0427
4,2.0,650.0,-37.9323,145.0445
3,2.0,674.0,-37.9179,145.0429
3,1.0,242.0,-37.9302,145.0331
4,2.0,478.0,-37.9321,145.0361
3,1.0,681.0,-37.9145,145.0287
2,1.0,0.0,-37.9296,145.0498
4,3.0,635.0,-37.9107,145.0745
3,1.0,337.0,-37.9331,145.0586
3,1.0,290.0,-37.9292,145.0689
3,1.0,162.0,-37.9229,145.0538
4,3.0,620.0,-37.9228,145.0555
3,2.0,369.0,-37.9092,145.0728
3,1.0,625.0,-37.911,145.075
3,2.0,372.0,-37.9127,145.0694
3,2.0,301.0,-37.9167,145.077
5,2.0,652.0,-37.9311,145.0651
2,1.0,848.0,-37.9199,145.0573
3,1.0,294.0,-37.919,145.0803
3,2.0,321.0,-37.9316,145.0806
2,1.0,1026.0,-37.911,145.0711
3,1.0,733.0,-37.9219,145.0518
3,1.0,289.0,-37.9211,145.0671
3,1.0,689.0,-37.9317,145.0524
4,1.0,587.0,-37.9194,145.05700000000004
3,1.0,589.0,-37.9297,145.0563
3,2.0,557.0,-37.9076,145.06799999999996
3,1.0,612.0,-37.9133,145.0719
3,3.0,604.0,-37.9362,145.0663
2,1.0,171.0,-37.8158,145.1384
2,1.0,0.0,-37.8219,145.1213
3,1.0,414.0,-37.8247,145.1359
3,1.0,689.0,-37.8262,145.1301
5,2.0,631.0,-37.8265,145.1276
2,1.0,257.0,-37.8259,145.1282
2,1.0,156.0,-37.8281,145.1305
3,2.0,693.0,-37.8229,145.1217
2,1.0,555.0,-37.7854,144.8463
3,1.0,597.0,-37.7888,144.8511
2,1.0,604.0,-37.782,144.8528
3,1.0,556.0,-37.7904,144.8514
3,2.0,145.0,-37.7894,144.8463
4,3.0,475.0,-37.7759,144.8552
3,1.0,586.0,-37.783,144.855
3,2.0,517.0,-37.894,144.9977
4,4.0,473.0,-37.9104,144.9999
5,4.0,1276.0,-37.9164,144.9974
3,2.0,393.0,-37.902,144.9922
3,2.0,0.0,-37.911,144.9866
2,1.0,444.0,-37.8993,145.0046
4,2.0,920.0,-37.8981,144.9902
3,2.0,0.0,-37.928,145.0002
3,2.0,188.0,-37.9181,144.9933
3,3.0,440.0,-37.8868,144.9968
2,1.0,1647.0,-37.8847,144.9972
4,2.0,286.0,-37.8981,145.0
2,1.0,873.0,-37.9043,145.0048
3,2.0,503.0,-37.9049,144.9969
2,1.0,118.0,-37.8953,144.9974
4,3.0,402.0,-37.9037,144.9926
2,1.0,211.0,-37.921,144.9999
3,2.0,0.0,-37.901,145.0026
3,2.0,649.0,-37.9056,144.9893
3,1.0,431.0,-37.9107,145.0077
3,2.0,0.0,-37.9163,144.9901
4,3.0,263.0,-37.9099,144.9899
2,1.0,238.0,-37.8985,145.0048
3,1.0,137.0,-37.9319,145.0282
5,2.0,780.0,-37.9173,145.0142
4,2.0,596.0,-37.9113,145.0207
2,1.0,238.0,-37.9126,145.0105
3,1.0,688.0,-37.9212,145.013
3,1.0,597.0,-37.9064,145.0229
8,3.0,614.0,-37.9097,145.0161
3,1.0,590.0,-37.9287,145.0273
3,2.0,530.0,-37.9119,145.011
3,1.0,724.0,-37.9291,145.0297
3,1.0,677.0,-37.9304,145.0151
3,1.0,590.0,-37.9012,145.00799999999995
4,3.0,312.0,-37.9295,145.0144
5,3.0,583.0,-37.9057,145.0101
3,2.0,119.0,-37.9084,145.0118
3,1.0,506.0,-37.7723,144.9694
2,1.0,173.0,-37.7586,144.9653
3,1.0,282.0,-37.7674,144.966
1,1.0,85.0,-37.7598,144.9563
1,1.0,0.0,-37.7767,144.9676
3,1.0,249.0,-37.7669,144.9664
3,2.0,299.0,-37.7759,144.952
2,1.0,638.0,-37.762,144.9647
4,2.0,459.0,-37.7548,144.9545
3,2.0,192.0,-37.7743,144.9637
4,2.0,373.0,-37.7733,144.9599
3,1.0,318.0,-37.7648,144.9633
1,1.0,1403.0,-37.7591,144.9577
2,1.0,153.0,-37.766,144.9609
4,2.0,650.0,-37.7575,144.9716
3,2.0,122.0,-37.7698,144.9661
1,1.0,0.0,-37.7783,144.9635
2,1.0,430.0,-37.7609,144.9623
4,3.0,0.0,-37.775,144.9513
3,1.0,304.0,-37.762,144.9678
1,1.0,225.0,-37.7761,144.9593
2,1.0,109.0,-37.7778,144.9683
3,1.0,222.0,-37.7743,144.9569
2,1.0,148.0,-37.7731,144.9568
3,1.0,80.0,-37.7589,144.9588
2,1.0,557.0,-37.7732,144.951
4,2.0,670.0,-37.7602,144.9591
3,1.0,408.0,-37.7587,144.9529
2,1.0,1328.0,-37.7731,144.9568
4,1.0,449.0,-37.7671,144.9762
2,1.0,263.0,-37.7661,144.9742
2,1.0,121.0,-37.7744,144.9733
2,1.0,137.0,-37.7738,144.9733
2,1.0,1556.0,-37.7721,144.9719
2,1.0,1611.0,-37.7685,144.9724
2,1.0,0.0,-37.76,144.9757
1,1.0,365.0,-37.7667,144.9802
2,1.0,0.0,-37.7755,144.9786
2,1.0,3886.0,-37.7762,144.9771
1,1.0,0.0,-37.7679,144.9725
2,1.0,65.0,-37.7724,144.9741
2,1.0,0.0,-37.7761,144.975
3,1.0,446.0,-37.7682,144.9835
2,1.0,1097.0,-37.7686,144.9421
3,1.0,176.0,-37.7597,144.9404
2,1.0,207.0,-37.7622,144.9406
3,3.0,131.0,-37.7559,144.9378
3,1.0,380.0,-37.7677,144.946
3,1.0,465.0,-37.7572,144.9486
3,1.0,335.0,-37.766,144.945
3,1.0,372.0,-37.7634,144.9434
3,2.0,169.0,-37.7585,144.9504
3,1.0,526.0,-37.7735,144.9445
3,1.0,109.0,-37.7609,144.9416
2,1.0,559.0,-37.7707,144.9488
3,1.0,683.0,-37.7744,144.9396
2,1.0,0.0,-37.7711,144.9487
4,2.0,518.0,-37.7606,144.9499
3,1.0,0.0,-37.7769,145.088
2,1.0,135.0,-37.7787,145.0918
4,2.0,780.0,-37.7766,145.1
4,2.0,190.0,-37.7664,145.0884
3,2.0,709.0,-37.7612,145.0968
5,4.0,564.0,-37.7735,145.0936
5,2.0,411.0,-37.7784,145.091
3,1.0,353.0,-37.7618,145.0847
3,2.0,746.0,-37.7729,145.1022
4,1.0,607.0,-37.7601,145.0856
6,2.0,665.0,-37.8493,145.1283
2,1.0,153.0,-37.8528,145.1318
2,1.0,81.0,-37.8495,145.0999
3,2.0,267.0,-37.8463,145.1071
3,2.0,620.0,-37.8445,145.1005
2,1.0,271.0,-37.8512,145.1145
3,2.0,697.0,-37.8592,145.0948
2,1.0,698.0,-37.8518,145.1278
3,2.0,862.0,-37.8603,145.0979
4,1.0,360.0,-37.8499,145.1306
4,2.0,863.0,-37.8539,145.1127
5,1.0,633.0,-37.8557,145.1285
3,1.0,643.0,-37.8405,145.0924
3,2.0,766.0,-37.8446,145.0735
4,2.0,670.0,-37.8378,145.089
4,1.0,572.0,-37.8411,145.062
2,1.0,239.0,-37.8442,145.0942
2,1.0,512.0,-37.8434,145.0675
4,2.0,696.0,-37.8355,145.0665
2,1.0,633.0,-37.8427,145.0824
3,2.0,575.0,-37.8378,145.0909
4,2.0,790.0,-37.8269,145.0661
4,3.0,728.0,-37.8416,145.0959
3,2.0,324.0,-37.8418,145.0916
2,1.0,429.0,-37.845,145.071
3,1.0,400.0,-37.8333,145.0616
4,4.0,892.0,-37.823,145.0621
4,2.0,742.0,-37.8284,145.0673
4,1.0,500.0,-37.8304,145.0709
4,2.0,468.0,-37.8417,145.097
3,1.0,112.0,-37.8378,145.0949
5,3.0,715.0,-37.8192,145.067
2,1.0,0.0,-37.8322,145.0816
4,3.0,789.0,-37.8214,145.0843
5,5.0,2079.0,-37.8179,145.0694
3,2.0,410.0,-37.8178,145.0649
3,2.0,857.0,-37.8203,145.0785
4,2.0,515.0,-37.7817,144.9742
2,1.0,119.0,-37.7822,144.9748
3,1.0,167.0,-37.7875,144.9749
4,1.0,202.0,-37.7875,144.9732
1,1.0,0.0,-37.7823,144.9767
3,1.0,223.0,-37.7927,144.9745
5,3.0,268.0,-37.7915,144.9737
4,2.0,273.0,-37.8898,145.0632
2,1.0,0.0,-37.8981,145.0619
2,1.0,575.0,-37.8972,145.0524
1,1.0,0.0,-37.8875,145.0489
1,1.0,0.0,-37.8858,145.0632
3,2.0,271.0,-37.8993,145.0531
3,2.0,515.0,-37.8924,145.0541
3,1.0,1103.0,-37.8958,145.0603
2,1.0,2.0,-37.8912,145.0644
3,2.0,585.0,-37.9027,145.0582
4,2.0,615.0,-37.8928,145.0531
1,1.0,0.0,-37.8944,145.0616
3,1.0,0.0,-37.8866,145.0561
2,1.0,0.0,-37.8883,145.0342
1,1.0,750.0,-37.8678,145.0197
2,1.0,0.0,-37.8663,145.0104
2,1.0,0.0,-37.8806,145.0346
4,1.0,443.0,-37.8738,145.0349
4,2.0,644.0,-37.8781,145.0235
2,1.0,0.0,-37.8692,145.0233
2,2.0,0.0,-37.8607,145.0116
3,2.0,265.0,-37.8924,145.0154
2,1.0,534.0,-37.8989,145.0171
2,1.0,0.0,-37.8937,145.0137
3,2.0,305.0,-37.8899,145.023
2,1.0,311.0,-37.8895,145.0229
2,1.0,0.0,-37.8906,145.0259
3,2.0,235.0,-37.8856,145.0934
3,1.0,418.0,-37.886,145.096
3,2.0,286.0,-37.8755,145.0954
3,2.0,213.0,-37.8827,145.0942
4,1.0,306.0,-37.7888,144.9929
3,1.0,230.0,-37.788,144.9967
2,1.0,72.0,-37.7881,145.0058
2,1.0,158.0,-37.7925,144.9995
3,1.0,276.0,-37.7933,144.9938
2,1.0,168.0,-37.7914,144.9967
3,1.0,290.0,-37.7906,144.9993
1,1.0,0.0,-37.7881,145.0058
2,1.0,194.0,-37.7938,144.989
2,1.0,193.0,-37.7936,144.9899
2,1.0,36.0,-37.7926,145.0019
2,1.0,118.0,-37.7933,144.9926
2,1.0,388.0,-37.7506,144.9694
2,1.0,275.0,-37.7424,144.9576
2,1.0,0.0,-37.7422,144.9604
3,1.0,415.0,-37.7509,144.9591
2,1.0,0.0,-37.7519,144.9496
3,1.0,399.0,-37.7408,144.9474
4,2.0,3747.0,-37.7551,144.9787
3,2.0,588.0,-37.7445,144.9751
3,1.0,480.0,-37.7348,144.9509
3,1.0,120.0,-37.7462,144.9795
2,1.0,413.0,-37.7355,144.9545
2,1.0,314.0,-37.7485,144.9502
3,1.0,391.0,-37.7418,144.9562
3,2.0,341.0,-37.7377,144.9584
4,2.0,453.0,-37.7503,144.9481
2,1.0,79.0,-37.746,144.9768
4,2.0,172.0,-37.7483,144.9634
4,2.0,398.0,-37.7364,144.9787
3,1.0,414.0,-37.7432,144.9573
6,3.0,768.0,-37.7397,144.9603
3,2.0,500.0,-37.7382,144.9653
3,1.0,160.0,-37.7411,144.9657
5,3.0,635.0,-37.7516,144.9593
2,1.0,136.0,-37.7449,144.9754
3,2.0,531.0,-37.7424,144.9571
3,2.0,531.0,-37.7424,144.9571
4,2.0,456.0,-37.7317,144.9829
3,1.0,592.0,-37.72,144.9577
3,1.0,560.0,-37.7266,144.9647
4,1.0,545.0,-37.7304,144.9605
2,1.0,0.0,-37.7218,144.9563
2,1.0,0.0,-37.7981,144.9883
3,1.0,125.0,-37.7953,144.9864
2,1.0,15900.0,-37.8035,144.985
1,1.0,0.0,-37.8053,144.9833
3,1.0,168.0,-37.7975,144.9924
3,1.0,209.0,-37.8011,144.9861
2,1.0,112.0,-37.8001,144.9901
3,2.0,0.0,-37.8083,144.9908
3,1.0,117.0,-37.8298,144.9923
2,1.0,117.0,-37.8262,144.9922
4,2.0,656.0,-37.7833,145.1302
4,2.0,872.0,-37.7906,145.1138
4,2.0,664.0,-37.7895,145.1116
3,2.0,980.0,-37.7883,145.1387
4,3.0,661.0,-37.7905,145.1433
2,1.0,261.0,-37.7731,145.1044
4,3.0,242.0,-37.7866,145.1046
3,2.0,820.0,-37.7803,145.1248
3,1.0,814.0,-37.7909,145.1309
4,2.0,814.0,-37.7859,145.12
4,3.0,647.0,-37.7819,145.1184
4,2.0,1033.0,-37.7929,145.1184
2,1.0,921.0,-37.749,144.9067
3,2.0,763.0,-37.7573,144.9221
3,1.0,363.0,-37.7445,144.9054
2,1.0,342.0,-37.7459,144.8962
4,2.0,267.0,-37.7558,144.9106
3,2.0,359.0,-37.7427,144.898
5,3.0,900.0,-37.7485,144.9036
1,1.0,0.0,-37.7537,144.917
3,1.0,578.0,-37.7526,144.9089
2,1.0,251.0,-37.7491,144.8968
5,2.0,697.0,-37.7459,144.9159
3,1.0,387.0,-37.755,144.9272
5,3.0,695.0,-37.7577,144.9267
2,1.0,0.0,-37.7552,144.9211
1,1.0,845.0,-37.7469,144.9206
3,1.0,476.0,-37.7495,144.9157
4,2.0,639.0,-37.7471,144.9157
3,3.0,309.0,-37.7457,144.8912
1,1.0,0.0,-37.7478,144.912
4,2.0,230.0,-37.7547,144.9239
2,1.0,179.0,-37.7514,144.8966
3,1.0,227.0,-37.7496,144.892
2,2.0,0.0,-37.7465,144.91
2,1.0,0.0,-37.7504,144.8957
3,2.0,411.0,-37.7544,144.8986
1,1.0,46.0,-37.7515,144.9125
1,1.0,62.0,-37.7578,144.9134
2,1.0,0.0,-37.7847,145.0109
3,1.0,574.0,-37.783,145.0165
3,1.0,650.0,-37.7023,144.9773
3,1.0,585.0,-37.695,144.9676
3,1.0,578.0,-37.6966,144.9695
2,1.0,689.0,-37.7052,144.964
3,2.0,207.0,-37.7049,144.9631
